ID,NOME_INTEGRADOR,NOME_FANTASIA,RAZAO_SOCIAL,CNPJ,TELEFONE,CIDADE,ESTADO,nome_rca
23565,49.279.048 FRANKLIN KAIQUE MORAES MENDONCA Franklin Kaique Moraes Mendonça,SolarGreenergy,49.279.048 FRANKLIN KAIQUE MORAES MENDONCA,49.279.048/0001-70,(82) 99107-6223,Maceió,Alagoas,
23650,SOLTECK ENERGIAS RENOVAVEIS LTDA Ronaldo Suruagy,SOLTECK,SOLTECK ENERGIAS RENOVAVEIS LTDA,49.754.635/0001-73,(82) 34329-412,Maceió,Alagoas,
23660,ENGEMAIS LTDA Marcello Lessa,ENGEMAIS,ENGEMAIS LTDA,51.470.504/0001-06,(84) 91755-757,Marechal Deodoro,Alagoas,MATHEUS FERREIRA
23767,50.798.154 JOHNATHA CARLOS DE ARAUJO SILVA Johnatha Carlos de Araújo Silva,JBGCRED,50.798.154 JOHNATHA CARLOS DE ARAUJO SILVA,50.798.154/0001-49,(82) 99618-8074,Delmiro Gouveia,Alagoas,
23790,SOLARMIL ENERGIA SOLAR LTDA MAXSUEL ALISSON,SOLARMIL,SOLARMIL ENERGIA SOLAR LTDA,29.055.939/0001-35,(82) 99933-1548,Arapiraca,Alagoas,MARCELO MOREIRA
23799,54.721.710 PEDRO FILIPE FERREIRA Pedro Filipe Ferreira,PedroFilipe,54.721.710 PEDRO FILIPE FERREIRA,54.721.710/0001-30,(82) 99648-7220,Delmiro Gouveia,Alagoas,
23812,JR SOLAR LTDA JR SOLAR LTDA,JR Solar e Eletrica - Energia Solar,JR SOLAR LTDA,50.557.088/0001-15,(82) 99667-1521,Arapiraca,Alagoas,ANDERSON MARTINS
23873,SOL E BRISA ENERGIA SOLAR LTDA valeska Mouzinho Teodosio,Sol E Brisa Energia Solar,SOL E BRISA ENERGIA SOLAR LTDA,46.756.038/0001-90,(82) 99632-9440,Maceió,Alagoas,
23951,NILMARIO TAVARES CORREIA 11562696440 NILMARIO TAVARES CORREIA,NILMARIO TAVARES CORREIA,NILMARIO TAVARES CORREIA 11562696440,43.986.500/0001-57,(82) 99691-7138,Arapiraca,Alagoas,
24005,VOE SOLUCOES EM FIBRA LTDA Arthur Gonçalves chaves netto,Voe Solucoes em Internet,VOE SOLUCOES EM FIBRA LTDA,12.338.891/0001-70,(82) 98830-3594,Maceió,Alagoas,
24042,31.851.970 ANDRE LUIZ VALENCA LEANDRO André Luiz Valença Leandro,Elétrica Valença,31.851.970 ANDRE LUIZ VALENCA LEANDRO,31.851.970/0001-24,(82) 99189-1914,São José da Laje,Alagoas,
24055,49.649.706 MARINEISE PEREIRA LEANDRO NUNES DE MAMA,LN ENERGIA SOLAR,49.649.706 MARINEISE PEREIRA,49.649.706/0001-78,(82) 98829-0687,Arapiraca,Alagoas,
24108,Giovanni Montini Nascimento de Oliveira Giovanni Montini Nascimento de Oliveira,SOLARGRID,Giovanni Montini Nascimento de Oliveira,36.797.817/0001-80,(82) 99351-8491,Anadia,Alagoas,MARIA MOURA
24128,JOSE CARLOS DE OLIVEIRA DANTAS 07608716479 Carlos Oliveira,NordesteEnergiaSolar,JOSE CARLOS DE OLIVEIRA DANTAS 07608716479,41.884.961/0001-93,(82) 99683-6473,CAPELA,Alagoas,
24167,Romerito dos Santos Silva Polares Soluções energética,Polares solução energética,Romerito dos Santos Silva,55.045.499/0001-45,(82) 99810-0197,Pão de Açúcar,Alagoas,KARLANY OLIVEIRA
24171,P H D SERVICOS E ASSESSORIA LTDA Helio Fonseca,Phd Solar,P H D SERVICOS E ASSESSORIA LTDA,10.871.420/0001-05,(82) 98853-1089,Rio Largo,Alagoas,FLÁVIA SOUTO
24246,D DOUGLAS DOS SANTOS Doanis,D Energy Solar,D DOUGLAS DOS SANTOS,53.857.651/0001-69,(82) 92001-1139,Batalha,Alagoas,HARD TRAJANO
24289,MR REPRESENTACAO COMERCIAL LTDA MARCIO RUBIRA,M&r Energia Solar,MR REPRESENTACAO COMERCIAL LTDA,47.836.281/0001-80,(45) 99143-0163,Maceió,Alagoas,
24302,JOSINEIDE SOARES DE MENDONCA 60553642472 Humberto Costa,Soares&Costa,JOSINEIDE SOARES DE MENDONCA 60553642472,37.075.174/0001-23,(82) 99917-0461,Palmeira dos Índios,Alagoas,
24303,EWERTON ACACIO CAVALCANTE SANTOS SILVA 09326027465 Sergio,EAservicos,EWERTON ACACIO CAVALCANTE SANTOS SILVA 09326027465,40.568.733/0001-41,(82) 98107-0232,Pilar,Alagoas,RAFAEL FAUSTINO
24312,R2D SOLUCOES SUSTENTAVEIS LTDA Danyel Cavalcante Costa Santos,R2d Solucoes Sustentaveis,R2D SOLUCOES SUSTENTAVEIS LTDA,53.813.539/0001-26,(82) 99938-3417,Anadia,Alagoas,LWENDRYL MAIA
24316,NISVALDO DA SILVA PAULA 04180261499 Nisvaldo da Silva paula,Nisvaldo da Silva paula,NISVALDO DA SILVA PAULA 04180261499,21.314.029/0001-18,(82) 99318-8001,Atalaia,Alagoas,
24336,41.982.817 JOAO LIMA JUNIOR João Lima Junior,João Lima Junior,41.982.817 JOAO LIMA JUNIOR,41.982.817/0001-90,(82) 99147-6412,Coruripe,Alagoas,
24351,EDMILSON JOSE DE BARROS JUNIOR Junior Barros,SUNLIGHT ENERGY,EDMILSON JOSE DE BARROS JUNIOR,27.323.903/0001-60,(82) 98860-4474,Maceió,Alagoas,DANILO DIAS
24375,QUARK ENERGIA LTDA JOSÉ ANDERSON DA SILVA ALVES,QUARK ENERGIA,QUARK ENERGIA LTDA,55.138.256/0001-51,(82) 91831-476,Maceió,Alagoas,CLEITON OLIVEIRA
24391,"AC - Energia Solar, Limpa e Renovável Ltda José Alan Soares da Cruz","AC - Energia Solar, Limpa e Renovável","AC - Energia Solar, Limpa e Renovável Ltda",54.889.494/0001-36,(82) 99995-1850,Arapiraca,Alagoas,
24421,SILVANIO SEBASTIAO DOS SANTOS 06736337488 Silvanio Sebastião dos Santos,Ssvendaseinstalações,SILVANIO SEBASTIAO DOS SANTOS 06736337488,28.821.396/0001-57,(82) 99929-9896,Taquarana,Alagoas,KARINE CAVALCANTE
24439,STAR SOLAR INSTALACOES ELETRICAS LTDA Fabio Tenório Dos Santos,Star Solar Instalacoes Eletricas,STAR SOLAR INSTALACOES ELETRICAS LTDA,54.213.887/0001-25,(82) 99616-8597,Maceió,Alagoas,CYBELLE LIRA
24529,GOMES ENERGY - INSTALACOES ELETRICAS LTDA HIAGO GOMES,Gomes Energy,GOMES ENERGY - INSTALACOES ELETRICAS LTDA,55.042.070/0001-02,(82) 99115-9756,Maceió,Alagoas,
24549,JAILSON FERREIRA DE LIMA 08859277450 Jailson Ferreira de Lima,TecnoEngenharia,JAILSON FERREIRA DE LIMA 08859277450,37.662.915/0001-72,(82) 98839-3782,Maceió,Alagoas,
24556,JENNER GLAUBER DE MELO SILVA 52408698472 JENNER GLAUBER DE MELO SILVA 52408698472,M C G SOLAR,JENNER GLAUBER DE MELO SILVA 52408698472,45.547.594/0001-93,(82) 98824-5264,Arapiraca,Alagoas,
24593,SANTIAGO DE SOUZA SANTOS 03871369594 Santiago de Souza Santos,Sseletric,SANTIAGO DE SOUZA SANTOS 03871369594,27.376.493/0001-15,(82) 98180-7502,Delmiro Gouveia,Alagoas,
24597,A J M DE OLIVEIRA SOLAR Anderson Jordan,Agilize Solar,A J M DE OLIVEIRA SOLAR,55.172.987/0001-13,(82) 98826-1140,Arapiraca,Alagoas,
24601,DYSS SOLUCOES TECNOLOGICAS LTDA Dyego S,Dyss Solucoes Tecnologicas,DYSS SOLUCOES TECNOLOGICAS LTDA,45.528.937/0001-72,(82) 99909-0669,Coité do Nóia,Alagoas,ANDERSON MARTINS
24632,55.286.053 ADRIANA GERALDO DOS SANTOS Adriana Geraldo dos Santos,EconomicEnergia,55.286.053 ADRIANA GERALDO DOS SANTOS,55.286.053/0001-02,(45) 99959-3358,Estrela de Alagoas,Alagoas,
24648,52.868.183 TALIA CONCEICAO DOS SANTOS Merkson Marto da Silva,Killowatt.energiaSolar,52.868.183 TALIA CONCEICAO DOS SANTOS,52.868.183/0001-65,(82) 98185-7146,Maceió,Alagoas,
24726,53.631.245 UILLAS DA SILVA ONOFRE Uillas da Silva Onofre,US,53.631.245 UILLAS DA SILVA ONOFRE,53.631.245/0001-83,(82) 99426-8021,Cacimbinhas,Alagoas,JOSIAS FILHO
24830,LOCADORA ALAGOANA CARROS E EQUIPAMENTOS LTDA Afonso Gomes de Oliveira Rego,Locadora Alagoana de Equipamentos,LOCADORA ALAGOANA CARROS E EQUIPAMENTOS LTDA,36.027.312/0001-36,(82) 99920-1129,Maceió,Alagoas,RAFAEL FAUSTINO
24991,ZULEIDE DE OLIVEIRA CONSTRUCAO Marcelo,Constrular,ZULEIDE DE OLIVEIRA CONSTRUCAO,08.996.152/0001-06,(82) 99951-7227,Junqueiro,Alagoas,
25023,46.807.728 VINICIUS DE OLIVEIRA SOUTO MAIOR Vinícius de Oliveira Souto Maior,Vdeosoutomaior,46.807.728 VINICIUS DE OLIVEIRA SOUTO MAIOR,46.807.728/0001-20,(82) 99928-7213,Maceió,Alagoas,
25251,45.642.039 JOSIVAL DOS SANTOS LUCIANO EURIDES DOS SANTOS,TecEnergiaSolar,45.642.039 JOSIVAL DOS SANTOS,45.642.039/0001-40,(82) 98182-3125,Feira Grande,Alagoas,
25252,53.006.155 GILSON CIPRIANO DOS SANTOS Gilson Cipriano dos Santos,GSelétrica,53.006.155 GILSON CIPRIANO DOS SANTOS,53.006.155/0001-00,(82) 99807-3753,Feira Grande,Alagoas,
25274,FABIO ROCHA DA SILVA 04510759436 FABIO ROCHA DA SILVA,Rocha,FABIO ROCHA DA SILVA 04510759436,44.552.645/0001-02,(82) 99990-7777,Palmeira dos Índios,Alagoas,KARLANY OLIVEIRA
25323,MOURA CASTRO CONSTRUCOES LTDA Carlos Roberto Cerqueira,MW,MOURA CASTRO CONSTRUCOES LTDA,55.516.034/0001-25,(82) 99944-2772,Pilar,Alagoas,
25472,19.403.946 JOSE GENILSON DO CARMO JOSE GENILSON,GENESIS1.3,19.403.946 JOSE GENILSON DO CARMO,19.403.946/0001-27,(82) 81474-875,Arapiraca,Alagoas,
25552,ZTT DO BRASIL LTDA João Firmino,ZTT DO BRASIL LTDA,ZTT DO BRASIL LTDA,18.748.007/0001-51,(12) 98865-0507,Marechal Deodoro,Alagoas,
25580,BEN SOLAR ENGENHARIA LTDA Ben solar,Ben Solar Engenharia,BEN SOLAR ENGENHARIA LTDA,54.716.217/0001-21,(81) 99761-0600,Maceió,Alagoas,
25637,"A&LS ENERGIA SOLAR, LIMPA E RENOVAVEL LTDA LUCIANO","A&ls, Solar","A&LS ENERGIA SOLAR, LIMPA E RENOVAVEL LTDA",49.628.161/0001-13,(82) 99926-2886,Arapiraca,Alagoas,CASSIUS LEITE
25646,RADS GESTAO EM SEGURANCA LTDA yara,Rads Gestao,RADS GESTAO EM SEGURANCA LTDA,28.144.217/0001-94,(82) 98177-5879,Delmiro Gouveia,Alagoas,
25780,50.400.496 ARIELA ISRAEL MENDONCA pimentel,50.400.496 ARIELA ISRAEL MENDONCA,50.400.496 ARIELA ISRAEL MENDONCA,50.400.496/0001-69,(82) 88346-986,Satuba,Alagoas,HARD TRAJANO
25796,H2 ENGENHARIA & SOLAR LTDA Heitor Alexandre,H2 ENGENHARIA & SOLAR,H2 ENGENHARIA & SOLAR LTDA,55.526.696/0001-86,(82) 99940-5209,MACEIO,Alagoas,BRUNO VASCONCELOS
25834,42.155.504 CARLOS ANDRE TAVARES DOS SANTOS Carlos André Tavares dos Santos,SolMais,42.155.504 CARLOS ANDRE TAVARES DOS SANTOS,42.155.504/0001-20,(82) 99976-2315,Maceió,Alagoas,DANILO DIAS
25894,ECONET SOLAR LTDA IAGO MARTINS,Econet Solar,ECONET SOLAR LTDA,56.849.053/0001-36,(82) 98164-4423,Arapiraca,Alagoas,Olivier Orhand
25963,SERGIO ALEXANDRE ARAUJO DOS SANTOS FILHO SERVICOS Sergio,SAengenharia,SERGIO ALEXANDRE ARAUJO DOS SANTOS FILHO SERVICOS,57.046.445/0001-20,(82) 98107-0232,Pilar,Alagoas,DAYANA OLIVEIRA
26142,VASCONCELOS ENGENHARIA E CONSTRUTORA LTDA Pedro,Vasconcelos Engenharia,VASCONCELOS ENGENHARIA E CONSTRUTORA LTDA,26.813.545/0001-00,(82) 98181-2889,Taquarana,Alagoas,JOSIAS FILHO
26209,52.812.207 LEON RODRIGO VIEIRA LEON RODRIGO VIEIRA,SOLARCOMPANYENG,52.812.207 LEON RODRIGO VIEIRA,52.812.207/0001-64,(82) 99403-9708,São Miguel dos Campos,Alagoas,
26262,MAXX REPRESENTACOES E SERVICOS LTDA Maxwel,Maxx Energy,MAXX REPRESENTACOES E SERVICOS LTDA,25.206.220/0001-05,(82) 98718-4181,Maceió,Alagoas,KARLANY OLIVEIRA
26281,57.347.906 MARIANA CLARA LEITE LIMA MARIANA CLARA LEITE LIMA,GrupoSolForte,57.347.906 MARIANA CLARA LEITE LIMA,57.347.906/0001-02,(67) 99935-7898,Arapiraca,Alagoas,HARD TRAJANO
26385,SOU SOL ENERGIA SOLAR FOTOVOLTAICA E TECNOLOGIA LTDA Maria do socorro,SouSolEnergia,SOU SOL ENERGIA SOLAR FOTOVOLTAICA E TECNOLOGIA LTDA,35.135.603/0002-66,(82) 98229-1017,Mata Grande,Alagoas,ANCELMO RODRIGUES
26444,48.476.450 LUCAS WELLINGTON ARAUJO DOS SANTOS Lucas Wellington,InsideTech,48.476.450 LUCAS WELLINGTON ARAUJO DOS SANTOS,48.476.450/0001-81,(82) 99659-4570,Maceió,Alagoas,HARD TRAJANO
26468,50.704.918 AUSTONE OLIVEIRA MACEDO Austone macedo,D7SOLARES,50.704.918 AUSTONE OLIVEIRA MACEDO,50.704.918/0001-90,(82) 99402-5526,Maceió,Alagoas,
26501,22.173.155 ANDRE FELISDORIO ALBUQUERQUE DE LISBOA teste,teste,22.173.155 ANDRE FELISDORIO ALBUQUERQUE DE LISBOA,22.173.155/0001-62,(85) 98888-8888,Maceió,Alagoas,
26577,58.402.032 NAYANNE MESSIAS DE ARAUJO MACEDO marcos,MM Energy,58.402.032 NAYANNE MESSIAS DE ARAUJO MACEDO,58.402.032/0001-01,(82) 99943-8701,Maceió,Alagoas,HARD TRAJANO
26610,57.096.749 FLAVIO MANOEL LIMA DE SOUZA FLAVIO MANOEL,Belaenergy,57.096.749 FLAVIO MANOEL LIMA DE SOUZA,57.096.749/0001-00,(82) 99098-499,Maceió,Alagoas,MARIA MOURA
26676,MCZ SOLAR ENERGY LTDA Thiago Pedrosa Gomes,Mcz Solar Energy Ltda,MCZ SOLAR ENERGY LTDA,58.531.050/0001-85,(82) 99811-1370,Maceió,Alagoas,
26701,58.575.296 MARLUCE FERREIRA DA SILVA Marluce Ferreira da Silva,JGMenergy,58.575.296 MARLUCE FERREIRA DA SILVA,58.575.296/0001-59,(82) 99424-3555,Arapiraca,Alagoas,
26725,6SOLAR ENGENHARIA ELETRICA E ENERGIA FOTOVOLTAICA LTDA gabriela gomes de almeida,6solar Engenharia Eletrica e Energia Fotovoltaica,6SOLAR ENGENHARIA ELETRICA E ENERGIA FOTOVOLTAICA LTDA,57.526.338/0001-07,(82) 99648-4651,Maceió,Alagoas,
26774,VERTTEC ENGENHARIA E ENERGIA RENOVAVEIS LTDA Alan Kelbson Pereira da Silva,Verttec Solar,VERTTEC ENGENHARIA E ENERGIA RENOVAVEIS LTDA,45.870.066/0001-70,(82) 98895-5242,Maceió,Alagoas,
26997,59.231.250 VICTOR FABIANO SANTOS NASCIMENTO Yasmin Reginy da Silva,SolarEngenharia,59.231.250 VICTOR FABIANO SANTOS NASCIMENTO,59.231.250/0001-85,(82) 99342-5764,Arapiraca,Alagoas,
27000,AL SOLAR LTDA Lucival José Monteiro,Solar Agreste,AL SOLAR LTDA,53.955.856/0001-87,(82) 99668-6750,Arapiraca,Alagoas,LUCAS TADEU
27011,ENG ENERGIA SOLAR BRASIL LTDA EDITE/THEO,Theo Sandes Energia Solar,ENG ENERGIA SOLAR BRASIL LTDA,33.609.673/0001-00,(82) 91877-559,Arapiraca,Alagoas,LWENDRYL MAIA
27045,LUIS FELIPE VIEIRA DE MELO SANTOS 12549979460 luis,luisentregas,LUIS FELIPE VIEIRA DE MELO SANTOS 12549979460,45.769.229/0001-23,(82) 99613-3182,Maceió,Alagoas,
27088,54.718.398 JHONATAN LINO DA SILVA NUNES MENDES DENILSON OTAVIO NUNES DA SILVA,QUASETUDO,54.718.398 JHONATAN LINO DA SILVA NUNES MENDES,54.718.398/0001-25,(82) 99957-0306,Maceió,Alagoas,
27164,CHRISTIANO ALVES NOBRE Christiano,Cygs Engenharia,CHRISTIANO ALVES NOBRE,41.319.778/0001-45,(82) 98742-5586,Maceió,Alagoas,KARLANY OLIVEIRA
27168,58.280.580 MERKSON MARTO DA SILVA Merkson,Kilowattenergiasolar,58.280.580 MERKSON MARTO DA SILVA,58.280.580/0001-06,(82) 98185-7146,Maceió,Alagoas,MARCELO MOREIRA
27258,MARCIO MARIANO DA SILVA ALVES 06074860408 Márcio Mariano da Silva Alves,eletron security,MARCIO MARIANO DA SILVA ALVES 06074860408,26.261.317/0001-75,(82) 98716-1989,Maceió,Alagoas,
27270,VIVA MIX MERCADO LTDA marcello lessa,viva mix,VIVA MIX MERCADO LTDA,54.725.886/0002-40,(84) 99175-5757,Marechal Deodoro,Alagoas,LUCAS TADEU
27336,59.791.371 FABIANA KAROLAYNE SILVA DO NASCIMENTO Fabiana Karolayne Silva do Nascimento,FabianaKarolayne,59.791.371 FABIANA KAROLAYNE SILVA DO NASCIMENTO,59.791.371/0001-81,(82) 98707-0566,Maceió,Alagoas,Olivier Orhand
27435,MM SERVICOS ELETRICOS LTDA Daniel Porto,MMServiços Elétricos,MM SERVICOS ELETRICOS LTDA,54.027.799/0001-39,(82) 98136-2973,Coité do Nóia,Alagoas,MARCELO MOREIRA
27450,TRADE METROPOLITANA AL LTDA Alisson Soares,Trade Brasil Ltda,TRADE METROPOLITANA AL LTDA,47.340.857/0001-14,(82) 99983-5794,Maceió,Alagoas,DANILO DIAS
27451,RAFAEL DE CERQUEIRA SANTOS 11018538402 Rafael de Cerqueira,RServiços,RAFAEL DE CERQUEIRA SANTOS 11018538402,46.242.128/0001-62,(82) 99630-2823,Maceió,Alagoas,DAYANA OLIVEIRA
27472,DANIEL SOARES DA PAZ Daniel Soares da Paz,D Energy,DANIEL SOARES DA PAZ,40.598.001/0001-02,(82) 99949-5025,Água Branca,Alagoas,
27522,LUCENA COMERCIO E SERVICOS LTDA Bleikson,Lucena Comercio e Servicos,LUCENA COMERCIO E SERVICOS LTDA,08.435.002/0001-15,(82) 99920-9123,Palmeira dos Índios,Alagoas,LUCAS TADEU
27526,"AJVC - COMERCIO DE MATERIAIS ELETRICOS, IMPORTACAO E EXPORTACAO LTDA Joao",Forca e Luz Solar,"AJVC - COMERCIO DE MATERIAIS ELETRICOS, IMPORTACAO E EXPORTACAO LTDA",34.445.466/0002-01,(18) 99622-7476,Maceió,Alagoas,CAIO - TEMPORARIO CAIO - TEMPORARIO
27591,MB MAIS ENGENHARIA E COMERCIO LTDA João Paulo,Mb Solar,MB MAIS ENGENHARIA E COMERCIO LTDA,59.157.281/0001-33,(82) 97601-8277,Arapiraca,Alagoas,LUCAS TADEU
27600,GUSTAVO HENRIQUE DONATO DO NASCIMENTO LTDA Gustavo,Gds Empreendimentos,GUSTAVO HENRIQUE DONATO DO NASCIMENTO LTDA,49.826.129/0001-42,(82) 99588-320,Arapiraca,Alagoas,
27601,56.422.078 LUCIANO EURIDES DOS SANTOS Eurides,56.422.078 LUCIANO EURIDES DOS SANTOS,56.422.078 LUCIANO EURIDES DOS SANTOS,56.422.078/0001-59,(82) 81823-124,Feira Grande,Alagoas,
27655,55.620.210 RENATO KEIVISON DA SILVA XAVIER RENATO KEIVISON DA SILVA XAVIER,VNZ SOLUÇÕES,55.620.210 RENATO KEIVISON DA SILVA XAVIER,55.620.210/0001-74,(82) 88328-453,Maceió,Alagoas,CLEITON OLIVEIRA
27660,39.297.451 MARCOS PAULO DE OLIVEIRA SANTOS MARCOS PAULO DE OLIVEIRA SANTOS,Voltaic,39.297.451 MARCOS PAULO DE OLIVEIRA SANTOS,39.297.451/0001-78,(82) 99612-3062,Arapiraca,Alagoas,IVAN FERNANDES
27680,Paulo Vinícius Vieira de Ataíde Vinícius Vieira,NextProjectEngenhariaElétrica,Paulo Vinícius Vieira de Ataíde,60.462.548/0001-85,(82) 99376-8786,São Miguel dos Campos,Alagoas,
27731,55.137.234 JOSE DENES DE LIMA Denis,Dl solar,55.137.234 JOSE DENES DE LIMA,55.137.234/0001-77,(82) 88858-626,Maceió,Alagoas,
27754,J R P C DOS SANTOS PRECISA ENERGIA SOLAR E INFORMATICA JAMERSON,Precisa Solar,J R P C DOS SANTOS PRECISA ENERGIA SOLAR E INFORMATICA,43.060.310/0001-04,(82) 99629-6646,Maceió,Alagoas,KARLANY OLIVEIRA
27774,EXXI DIGITAL LTDA Izaías,Exxi Digital,EXXI DIGITAL LTDA,12.468.470/0001-63,(82) 99249-964,Maceió,Alagoas,
27780,NORDESTE DISTRIBUIDORA DE ENERGIA SOLAR FOTOVOLTAICA LTDA MANOEL CICERO,Santos Energia Solar,NORDESTE DISTRIBUIDORA DE ENERGIA SOLAR FOTOVOLTAICA LTDA,42.360.948/0001-06,(82) 99978-1990,Arapiraca,Alagoas,
27796,AP SOLAR LTDA Jaciele,Ap Solar,AP SOLAR LTDA,46.402.282/0001-54,(82) 93076-330,Arapiraca,Alagoas,
27838,RUAN CAVALCANTE LTDA gustavo,Grc Energia Solar,RUAN CAVALCANTE LTDA,49.210.245/0001-32,(82) 98403-776,Maceió,Alagoas,LUCAS TADEU
27906,31.534.780 DIEGO CESAR SILVA SANTOS Diego Cesar,Dc Solareng,31.534.780 DIEGO CESAR SILVA SANTOS,31.534.780/0001-83,(82) 99981-459,São Miguel dos Campos,Alagoas,
28100,ENERGIA NORDESTE LTDA Clauderly Moura,Energia Nordeste,ENERGIA NORDESTE LTDA,07.418.164/0001-82,(82) 99131-2828,São Miguel dos Campos,Alagoas,
28105,58.757.889 CLAUDEVAN JOSE DOS SANTOS Claudevan José dos Santos,VANSOLUÇÕESELÉTRICAS,58.757.889 CLAUDEVAN JOSE DOS SANTOS,58.757.889/0001-36,(82) 98172-6044,Coité do Nóia,Alagoas,
28149,NEON SOLUCOES SUSTENTAVEIS LTDA Sidnei,Neon Sustentavel,NEON SOLUCOES SUSTENTAVEIS LTDA,60.852.433/0001-05,(82) 82042-361,Maceió,Alagoas,IVAN FERNANDES
28226,FATIMA MARIA DA SILVA 16630637453 Diogo Oliveira,Super vendas,FATIMA MARIA DA SILVA 16630637453,19.436.281/0001-58,(82) 99686-7000,Maceió,Alagoas,
28239,MARCONORTE ENERGIA E EDUCACAO LTDA Tadeu Albuquerque,Marconorte Energia,MARCONORTE ENERGIA E EDUCACAO LTDA,36.032.082/0001-01,(82) 91600-101,Arapiraca,Alagoas,LWENDRYL MAIA
28270,03 ENERGY LTDA Milton Expedito de Oliveira Neto,03 Energy,03 ENERGY LTDA,59.137.917/0001-85,(82) 82364-373,Maceió,Alagoas,
28314,ALLAN GEORGE ALVES SAUNDERS ENERGIA SOLAR Allan george,S2 Energia Solar,ALLAN GEORGE ALVES SAUNDERS ENERGIA SOLAR,12.925.898/0001-98,(82) 99823-0046,Marechal Deodoro,Alagoas,
28416,61.396.302 WALIS DJINADOU Walis,Vectrya,61.396.302 WALIS DJINADOU,61.396.302/0001-15,(71) 99376-3333,Maceió,Alagoas,
28426,54.881.689 MARCIEL DOS SANTOS Marciel,Mr Solar,54.881.689 MARCIEL DOS SANTOS,54.881.689/0001-30,(82) 99936-6172,Penedo,Alagoas,
28442,54.116.601 ALICE AVILA ALMEIDA NETA Alice Avila,-,54.116.601 ALICE AVILA ALMEIDA NETA,54.116.601/0001-93,(82) 99638-2386,Pão de Açúcar,Alagoas,
28457,57.859.144 RODOLFO RODRIGUES SILVA Rodolfo,Rreletrica,57.859.144 RODOLFO RODRIGUES SILVA,57.859.144/0001-15,(82) 99370-7216,Arapiraca,Alagoas,
28499,ALVES SOLAR ENERGY LTDA Luiz carlos,Luizcarlosalvesdossantosjunior,ALVES SOLAR ENERGY LTDA,47.815.149/0001-92,(82) 99927-0926,Maceió,Alagoas,RAFAEL FAUSTINO
28634,24.609.124 WALLISON DAVID SILVA DO NASCIMENTO Wallison,WallisonDavid,24.609.124 WALLISON DAVID SILVA DO NASCIMENTO,24.609.124/0001-37,(82) 98721-4165,Maceió,Alagoas,GILLIARD MATIAS
28785,KIVIA PAULA DOMINGOS DA SILVA 09785350495 Alexandre,MaceioSolar,KIVIA PAULA DOMINGOS DA SILVA 09785350495,28.482.012/0001-19,(82) 98823-2688,Rio Largo,Alagoas,LUCAS TADEU
28815,UBIRATAN MENEZES BEZERRA 01029659435 PF SERVIÇOS E REPRESENTAÇÕES,PAI&FilhoSolar,UBIRATAN MENEZES BEZERRA 01029659435,42.594.280/0001-53,(82) 98828-2028,Maceió,Alagoas,ALINE AMARAL
28855,SOLARIC BRASIL LTDA VANESSA,Solaric Brasil,SOLARIC BRASIL LTDA,53.775.141/0001-42,(82) 88930-730,Maceió,Alagoas,MATHEUS FERREIRA
29005,TAU ENERGIA SOLAR LTDA Yan Matheus,Tau Energia Solar,TAU ENERGIA SOLAR LTDA,47.866.282/0001-78,(82) 98156-6322,Feira Grande,Alagoas,
29520,A C OLIVEIRA FERREIRA LTDA Saulo,Volt Service Solucoes Eletricas,A C OLIVEIRA FERREIRA LTDA,35.695.773/0001-14,(82) 99345-1559,Barra de Santo Antônio,Alagoas,
29646,SOLAR TECH LTDA Cristiano,Solar Tech,SOLAR TECH LTDA,48.449.535/0001-70,(82) 99381-933,Girau do Ponciano,Alagoas,
29651,J E S DE S GUEDES INOVA JOSE EZEQUIAS SILVA DE SOUZA GUEDES,Ep Inova,J E S DE S GUEDES INOVA,30.595.876/0001-99,(82) 99648-8683,Barra de São Miguel,Alagoas,LUANA PEREIRA
29714,ETICA PROMOCAO DE VENDAS LTDA Arthur Almeida,Etica Promocao de Vendas,ETICA PROMOCAO DE VENDAS LTDA,23.119.673/0001-60,(82) 99631-1274,União dos Palmares,Alagoas,
29804,SMARTY TECCH COMERCIO DE ELETRONICOS LTDA Junior França,Smarty Tecch,SMARTY TECCH COMERCIO DE ELETRONICOS LTDA,51.767.621/0001-36,(75) 98813-1008,Arapiraca,Alagoas,
29872,NORDESTE SOLUCOES ENERGETICAS LTDA Marcos Leão,Nordeste Solucoes Energeticas,NORDESTE SOLUCOES ENERGETICAS LTDA,61.894.456/0001-37,(82) 99356-1414,Marechal Deodoro,Alagoas,
29888,INNOVARE ENGENHARIA LTDA Wagner Borges dos Santos,Innovare Engenharia,INNOVARE ENGENHARIA LTDA,49.324.977/0001-53,(82) 98740-7034,Igreja Nova,Alagoas,STEPHANIE VIEIRA
30076,47.418.559 ALCIMONE ROCHA DA SILVA Fabio Rocha da Silva,AlcimoneRochadasilva,47.418.559 ALCIMONE ROCHA DA SILVA,47.418.559/0001-08,(82) 99990-7777,Palmeira dos Índios,Alagoas,KARLANY OLIVEIRA
30095,RBN INSTALACOES E SERVICOS LTDA Ademario Pereira Belo,RBN,RBN INSTALACOES E SERVICOS LTDA,56.001.757/0001-54,(82) 98741-4164,Maceió,Alagoas,
